State Postal Code,State FIPS Code,District ID,District,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
TX,48,22120,Hallettsville Independent ,"8,217","1,296",171
TX,48,22140,Hallsburg Independent ,"1,190",236,36
TX,48,22170,Hallsville Independent ,"23,008","5,148",696
TX,48,22230,Hamilton Independent ,"5,174",860,158
TX,48,22260,Hamlin Independent ,"2,237",405,99
TX,48,22320,Hamshire-Fannett Independent ,"9,699","1,849",229
TX,48,22350,Happy Independent ,"1,036",208,23
TX,48,22380,Hardin Independent ,"7,297","1,505",272
TX,48,22410,Hardin-Jefferson Independent ,"12,634","2,482",393
TX,48,22470,Harlandale Independent ,"60,365","11,629","3,673"
TX,48,22500,Harleton Independent ,"3,286",647,116
TX,48,22530,Harlingen Consolidated Independent ,"90,904","18,988","5,699"
TX,48,22560,Harmony Independent ,"6,868","1,002",194
TX,48,22590,Harper Independent ,"4,132",577,62
TX,48,22620,Harrold Independent ,123,21,5
TX,48,22650,Hart Independent ,"1,176",218,55
TX,48,22680,Hartley Independent ,569,125,18
TX,48,22710,Harts Bluff Independent ,"3,054",681,108
TX,48,22740,Haskell Consolidated Independent ,"4,018",542,139
TX,48,22770,Hawkins Independent ,"5,462",717,164
TX,48,22800,Hawley Independent ,"3,162",599,90
TX,48,10,Hays Consolidated Independent ,"123,134","24,689","2,994"
TX,48,22830,Hearne Independent ,"7,343","1,385",380
TX,48,22850,Hedley Independent ,457,64,23
TX,48,22890,Hemphill Independent ,"7,018",787,215
TX,48,22920,Hempstead Independent ,"9,529","1,741",404
TX,48,22970,Henderson Independent ,"23,601","3,520",819
TX,48,22980,Henrietta Independent ,"5,456",859,100
TX,48,23010,Hereford Independent ,"18,084","4,100",998
TX,48,23040,Hermleigh Independent ,768,169,20
TX,48,23070,Hico Independent ,"3,175",563,145
TX,48,23100,Hidalgo Independent ,"7,486","1,753",748
TX,48,23160,High Island Independent ,497,66,12
TX,48,23190,Highland Independent ,358,62,7
TX,48,23250,Highland Park Independent ,"35,207","8,339",299
TX,48,35560,Highland Park Independent ,"8,272",680,152
TX,48,23280,Hillsboro Independent ,"10,751","1,972",418
TX,48,23310,Hitchcock Independent ,"11,068","1,909",430
TX,48,23370,Holland Independent ,"2,472",509,63
TX,48,23400,Holliday Independent ,"4,889",873,76
TX,48,23430,Hondo Independent ,"12,754","1,897",445
TX,48,23460,Honey Grove Independent ,"3,651",695,122
TX,48,23490,Hooks Independent ,"4,171",741,150
TX,48,23640,Houston Independent ,"1,481,171","240,715","66,052"
TX,48,23670,Howe Independent ,"6,259","1,363",171
TX,48,23700,Hubbard Independent ,567,110,14
TX,48,23730,Hubbard Independent ,"2,033",371,70
TX,48,23760,Huckabay Independent ,"1,616",238,48
TX,48,23790,Hudson Independent ,"12,557","2,768",570
TX,48,23820,Huffman Independent ,"17,905","3,762",579
TX,48,23850,Hughes Springs Independent ,"4,462",845,225
TX,48,23880,Hull-Daisetta Independent ,"2,891",569,101
TX,48,23910,Humble Independent ,"217,811","47,140","5,691"
TX,48,23970,Hunt Independent ,"1,636",210,36
TX,48,24000,Huntington Independent ,"8,409","1,631",407
TX,48,24030,Huntsville Independent ,"72,437","7,482","1,623"
TX,48,24060,Hurst-Euless-Bedford Independent ,"162,742","27,143","3,562"
TX,48,24100,Hutto Independent ,"47,513","9,609",626
TX,48,24120,Idalou Independent ,"3,753",837,89
TX,48,24150,Industrial Independent ,"4,585","1,014",101
TX,48,24180,Ingleside Independent ,"10,314","2,115",409
TX,48,24210,Ingram Independent ,"8,535","1,220",255
TX,48,24240,Iola Independent ,"3,209",529,64
TX,48,24260,Iowa Park Consolidated Independent ,"13,918","1,979",204
TX,48,24300,Ira Independent ,608,127,10
TX,48,24330,Iraan-Sheffield Independent ,"1,408",300,76
TX,48,24360,Iredell Independent ,936,164,27
TX,48,30360,Irion County Independent ,"1,552",288,32
TX,48,24420,Irving Independent ,"190,833","35,322","7,053"
TX,48,24450,Italy Independent ,"3,193",596,104
TX,48,24480,Itasca Independent ,"3,879",791,152
TX,48,24530,Jacksboro Independent ,"6,447","1,091",193
TX,48,24590,Jacksonville Independent ,"25,309","4,805","1,253"
TX,48,24600,Jarrell Independent ,"17,542","2,626",247
TX,48,24630,Jasper Independent ,"14,947","2,558",983
TX,48,24660,Jayton-Girard Independent ,704,139,18
TX,48,24730,Jefferson Independent ,"8,896","1,200",378
TX,48,24750,Jim Hogg County Independent ,"4,801","1,136",362
TX,48,24780,Jim Ned Consolidated Independent ,"6,899","1,514",167
TX,48,24810,Joaquin Independent ,"3,338",587,158
TX,48,24840,Johnson City Independent ,"6,135",725,98
TX,48,24900,Jonesboro Independent ,"1,396",233,45
TX,48,24930,Joshua Independent ,"30,538","6,397",750
TX,48,24960,Jourdanton Independent ,"6,601","1,320",247
TX,48,24990,Judson Independent ,"148,738","29,793","5,654"
TX,48,25020,Junction Independent ,"3,991",545,179
TX,48,25110,Karnack Independent ,"2,182",239,51
TX,48,25140,Karnes City Independent ,"5,400",946,233
TX,48,25170,Katy Independent ,"395,489","90,632","9,408"
TX,48,25200,Kaufman Independent ,"20,763","4,185",556
TX,48,25230,Keene Independent ,"5,468",965,173
TX,48,25260,Keller Independent ,"185,978","40,532","2,708"
TX,48,25290,Kelton Independent ,172,31,5
TX,48,25320,Kemp Independent ,"11,509","2,072",340
TX,48,25410,Kenedy County-Wide Common ,335,51,9
TX,48,25440,Kenedy Independent ,"6,398",816,216
TX,48,25470,Kennard Independent ,"2,027",308,68
TX,48,25500,Kennedale Independent ,"22,049","4,444",537
TX,48,25530,Kerens Independent ,"3,849",687,169
TX,48,25560,Kermit Independent ,"6,491","1,377",294
TX,48,25590,Kerrville Independent ,"36,293","4,977",854
TX,48,25620,Kilgore Independent ,"21,418","4,200",888
TX,48,25660,Killeen Independent ,"232,527","47,116","9,191"
TX,48,25680,Kingsville Independent ,"25,167","4,479","1,554"
TX,48,25710,Kirbyville Consolidated Independent ,"7,332","1,364",421
TX,48,25740,Klein Independent ,"276,537","58,288","8,802"
TX,48,25790,Klondike Independent ,551,115,15
TX,48,25800,Knippa Independent ,863,193,49
TX,48,25870,Knox City-O'Brien Consolidated Independent ,"1,418",257,72
TX,48,25890,Kopperl Independent ,"2,078",311,58
TX,48,25920,Kountze Independent ,"7,889","1,383",252
TX,48,25950,Kress Independent ,"1,069",196,54
TX,48,25980,Krum Independent ,"10,735","2,117",174
TX,48,26040,La Feria Independent ,"14,763","3,108",866
TX,48,26070,La Gloria Independent ,295,73,20
TX,48,26100,La Grange Independent ,"12,121","2,006",293
TX,48,26130,La Joya Independent ,"106,644","27,482","11,341"
TX,48,26190,La Porte Independent ,"44,184","8,344","1,104"
TX,48,26250,La Pryor Independent ,"1,469",313,100
TX,48,26280,La Vega Independent ,"14,562","2,782",650
TX,48,26310,La Vernia Independent ,"18,608","3,633",288
TX,48,26340,La Villa Independent ,"3,614",575,176
TX,48,26220,LaPoyner Independent ,"2,629",427,93
TX,48,26370,Lackland Independent ,"10,736",678,39
TX,48,26400,Lago Vista Independent ,"12,624","1,753",177
TX,48,26430,Lake Dallas Independent ,"25,809","4,527",371
TX,48,26470,Lake Travis Independent ,"64,073","12,370",642
TX,48,26490,Lake Worth Independent ,"19,320","3,879",906
TX,48,26580,Lamar Consolidated Independent ,"200,792","39,705","3,371"
TX,48,26610,Lamesa Independent ,"11,271","2,068",557
TX,48,26640,Lampasas Independent ,"21,907","3,580",631
TX,48,26670,Lancaster Independent ,"41,713","9,255","1,836"
TX,48,26700,Laneville Independent ,"1,584",246,57
TX,48,26790,Laredo Independent ,"82,460","18,126","6,581"
TX,48,26850,Lasara Independent ,"1,262",239,91
TX,48,26910,Latexo Independent ,"2,009",292,91
TX,48,26970,Lazbuddie Independent ,608,125,31
TX,48,27000,Leakey Independent ,"2,015",259,78
TX,48,27030,Leander Independent ,"227,290","46,068","2,520"
TX,48,27060,Leary Independent ,880,188,57
TX,48,27090,Lefors Independent ,535,116,35
TX,48,27120,Leggett Independent ,"1,333",252,62
TX,48,27180,Leon Independent ,"3,669",640,160
TX,48,27210,Leonard Independent ,"4,228",883,114
TX,48,27240,Levelland Independent ,"15,178","2,933",652
TX,48,27270,Leveretts Chapel Independent ,888,176,53
TX,48,27300,Lewisville Independent ,"330,901","57,589","4,065"
TX,48,27330,Lexington Independent ,"6,271",950,113
TX,48,27420,Liberty Hill Independent ,"27,775","6,211",344
TX,48,27450,Liberty Independent ,"12,037","2,414",463
TX,48,27390,Liberty-Eylau Independent ,"14,265","2,437",660
TX,48,27510,Lindale Independent ,"23,873","4,864",583
TX,48,27540,Linden-Kildare Consolidated Independent ,"5,163",770,215
TX,48,27570,Lindsay Independent ,"2,199",416,33
TX,48,27600,Lingleville Independent ,"1,316",245,50
TX,48,27630,Lipan Independent ,"2,199",400,61
TX,48,27690,Little Cypress-Mauriceville Consolidated Independent ,"18,749","3,656",509
TX,48,27720,Little Elm Independent ,"54,672","9,530",786
TX,48,27750,Littlefield Independent ,"6,441","1,293",331
TX,48,27780,Livingston Independent ,"32,875","4,676","1,034"
TX,48,27810,Llano Independent ,"19,566","2,236",524
TX,48,27870,Lockhart Independent ,"32,226","5,610",995
TX,48,27890,Lockney Independent ,"1,906",357,100
TX,48,27930,Lohn Independent ,221,20,5
TX,48,27960,Lometa Independent ,"1,556",315,63
TX,48,27990,London Independent ,"3,117",869,73
TX,48,28020,Lone Oak Independent ,"5,423","1,061",134
TX,48,28110,Longview Independent ,"57,677","9,813","2,077"
TX,48,28140,Loop Independent ,384,94,21
TX,48,28170,Loraine Independent ,834,154,37
TX,48,28200,Lorena Independent ,"8,196","1,750",126
TX,48,28230,Lorenzo Independent ,"1,330",268,89
TX,48,28290,Los Fresnos Consolidated Independent ,"50,848","12,035","2,913"
TX,48,28350,Louise Independent ,"2,243",414,90
TX,48,28380,Lovejoy Independent ,"16,399","3,993",127
TX,48,28410,Lovelady Independent ,"5,332",520,103
TX,48,28500,Lubbock Independent ,"188,793","29,944","6,039"
TX,48,15180,Lubbock-Cooper Independent ,"38,161","8,072",693
TX,48,28530,Lueders-Avoca Independent ,786,138,24
TX,48,28550,Lufkin Independent ,"45,733","8,504","2,362"
TX,48,28590,Luling Independent ,"8,265","1,337",252
TX,48,13530,Lumberton Independent ,"21,910","4,372",434
TX,48,28620,Lyford Consolidated Independent ,"5,907","1,177",407
TX,48,28650,Lytle Independent ,"8,049","1,683",402
TX,48,28680,Mabank Independent ,"22,341","3,660",797
TX,48,28710,Madisonville Consolidated Independent ,"13,219","2,076",482
TX,48,28740,Magnolia Independent ,"74,923","14,888","1,925"
TX,48,28780,Malakoff Independent ,"9,581","1,253",308
TX,48,28800,Malone Independent ,579,93,25
TX,48,28830,Malta Independent ,604,98,13
TX,48,28890,Manor Independent ,"64,587","11,799","1,965"
TX,48,28920,Mansfield Independent ,"176,537","39,297","3,881"
TX,48,28980,Marathon Independent ,488,61,9
TX,48,29010,Marble Falls Independent ,"27,367","4,179",678
TX,48,29040,Marfa Independent ,"2,324",306,74
TX,48,29100,Marion Independent ,"8,856","1,497",196
TX,48,29130,Marlin Independent ,"8,908","1,184",380
TX,48,29160,Marshall Independent ,"33,572","5,830","1,285"
TX,48,29190,Mart Independent ,"3,261",711,126
TX,48,29220,Martins Mill Independent ,"2,277",385,59
TX,48,29250,Martinsville Independent ,"1,168",233,52
TX,48,29280,Mason Independent ,"4,074",605,116
TX,48,29370,Matagorda Independent ,781,62,19
TX,48,29400,Mathis Independent ,"8,499","1,552",487
TX,48,29460,Maud Independent ,"2,111",403,77
TX,48,29520,May Independent ,"2,232",277,54
TX,48,29580,Maypearl Independent ,"6,162","1,240",119
TX,48,29670,McAllen Independent ,"120,506","23,746","7,347"
TX,48,29700,McCamey Independent ,"2,216",488,109
TX,48,29760,McDade Independent ,"1,929",343,65
TX,48,29820,McGregor Independent ,"6,424","1,317",188
TX,48,29850,McKinney Independent ,"140,875","27,364","2,204"
TX,48,29880,McLean Independent ,928,156,42
TX,48,29910,McLeod Independent ,707,125,38
TX,48,29940,McMullen County Independent ,608,93,16
TX,48,30000,Meadow Independent ,832,186,36
TX,48,30030,Medina Independent ,"2,050",232,51
TX,48,30060,Medina Valley Independent ,"35,660","6,939",955
TX,48,30120,Melissa Independent ,"18,385","4,438",185
TX,48,30180,Memphis Independent ,"2,476",443,162
TX,48,30210,Menard Independent ,"1,929",304,91
TX,48,30250,Mercedes Independent ,"20,944","5,189","2,132"
TX,48,30300,Meridian Independent ,"2,569",403,75
TX,48,30340,Merkel Independent ,"6,525","1,242",262
TX,48,30390,Mesquite Independent ,"182,231","41,228","8,597"
TX,48,30420,Mexia Independent ,"10,927","1,903",488
TX,48,30450,Meyersville Independent ,"1,226",238,35
TX,48,30480,Miami Independent ,763,154,13
TX,48,30570,Midland Independent ,"157,386","32,403","4,127"
TX,48,30600,Midlothian Independent ,"51,507","11,245",714
TX,48,30640,Midway Independent ,"50,737","9,267",709
TX,48,30660,Midway Independent ,871,132,37
TX,48,30690,Milano Independent ,"1,954",364,48
TX,48,30720,Mildred Independent ,"3,781",685,86
TX,48,30750,Miles Independent ,"1,741",338,41
TX,48,30780,Milford Independent ,"1,459",277,48
TX,48,30810,Miller Grove Independent ,"1,605",281,38
TX,48,30870,Millsap Independent ,"4,890",815,91
TX,48,30930,Mineola Independent ,"10,268","1,699",326
TX,48,30950,Mineral Wells Independent ,"19,934","3,721",809
TX,48,31040,Mission Consolidated Independent ,"66,128","15,133","5,436"
TX,48,31170,Monahans-Wickett-Pyote Independent ,"10,417","2,197",426
TX,48,31200,Montague Independent ,532,69,8
TX,48,31230,Monte Alto Independent ,"4,359","1,098",479
TX,48,31260,Montgomery Independent ,"53,716","9,916",954
TX,48,31290,Moody Independent ,"4,693",858,125
TX,48,31320,Moran Independent ,470,78,14
TX,48,31380,Morgan Independent ,"1,013",149,31
TX,48,31410,Morgan Mill Independent ,991,165,31
TX,48,31470,Morton Independent ,"1,879",354,110
TX,48,31500,Motley County Independent ,"1,075",163,46
TX,48,31560,Moulton Independent ,"2,058",335,58
TX,48,31620,Mount Calm Independent ,813,167,33
TX,48,31650,Mount Enterprise Independent ,"1,703",307,88
TX,48,31760,Mount Pleasant Independent ,"23,603","5,050","1,025"
TX,48,31770,Mount Vernon Independent ,"8,874","1,534",291
TX,48,31860,Muenster Independent ,"2,937",569,37
TX,48,31890,Muleshoe Independent ,"6,535","1,375",331
TX,48,31920,Mullin Independent ,771,115,29
TX,48,31950,Mumford Independent ,224,40,8
TX,48,31970,Munday Consolidated Independent ,"1,747",363,88
TX,48,32010,Murchison Independent ,883,165,35
TX,48,32090,Nacogdoches Independent ,"46,427","7,574","2,033"
TX,48,32130,Natalia Independent ,"6,250","1,092",256
TX,48,32160,Navarro Independent ,"10,168","1,984",204
TX,48,32190,Navasota Independent ,"22,077","3,592",807
TX,48,32220,Nazareth Independent ,748,178,11
TX,48,32250,Neches Independent ,"1,519",290,40
TX,48,32280,Nederland Independent ,"29,855","5,309",770
TX,48,32310,Needville Independent ,"15,807","3,199",340
TX,48,32340,New Boston Independent ,"7,242","1,326",301
TX,48,32370,New Braunfels Independent ,"65,069","11,463","1,085"
TX,48,32400,New Caney Independent ,"82,855","16,856","3,185"
TX,48,32430,New Deal Independent ,"3,635",717,105
TX,48,32460,New Diana Independent ,"4,874","1,030",143
TX,48,32490,New Home Independent ,"1,219",287,35
TX,48,32610,New Summerfield Independent ,"1,745",337,93
TX,48,32640,New Waverly Independent ,"4,671",887,175
TX,48,32700,Newcastle Independent ,993,202,39
TX,48,32730,Newton Independent ,"6,398","1,003",289
TX,48,32740,Nixon-Smiley Consolidated Independent ,"4,890","1,033",242
TX,48,32790,Nocona Independent ,"4,674",839,166
TX,48,32880,Nordheim Independent ,787,127,20
TX,48,32910,Normangee Independent ,"3,619",554,107
TX,48,32940,North East Independent ,"437,825","76,755","12,305"
TX,48,32970,North Hopkins Independent ,"2,401",477,100
TX,48,33010,North Lamar Independent ,"18,071","3,144",543
TX,48,33030,North Zulch Independent ,"1,845",350,74
TX,48,33090,Northside Independent ,201,30,4
TX,48,33120,Northside Independent ,"671,966","123,793","18,729"
TX,48,33180,Northwest Independent ,"132,141","28,782","1,653"
TX,48,33240,Nueces Canyon Consolidated Independent ,"1,294",156,49
TX,48,33270,Nursery Independent ,"1,512",272,42
TX,48,33390,O'Donnell Independent ,"1,016",206,49
TX,48,33340,Oakwood Independent ,"1,069",175,42
TX,48,33360,Odem-Edroy Independent ,"4,877",966,202
TX,48,33420,Oglesby Independent ,"1,192",177,32
TX,48,33570,Olfen Independent ,92,10,3
TX,48,33630,Olney Independent ,"3,950",687,170
TX,48,33660,Olton Independent ,"2,929",634,150
TX,48,33690,Onalaska Independent ,"8,129","1,228",302
TX,48,33720,Orange Grove Independent ,"7,331","1,587",337
TX,48,33780,Orangefield Independent ,"8,508","1,779",181
TX,48,33840,Ore City Independent ,"4,441",798,194
TX,48,33870,Overton Independent ,"3,198",517,136
TX,48,33900,Paducah Independent ,"1,361",219,69
TX,48,33960,Paint Creek Independent ,386,59,13
TX,48,33980,Paint Rock Independent ,655,115,28
TX,48,34020,Palacios Independent ,"6,815","1,351",384
TX,48,34050,Palestine Independent ,"21,127","3,640",869
TX,48,34110,Palmer Independent ,"6,609","1,311",184
TX,48,34140,Palo Pinto Independent ,983,110,26
TX,48,34170,Pampa Independent ,"19,439","3,742",777
TX,48,34230,Panhandle Independent ,"3,211",637,68
TX,48,7,Panther Creek Consolidated Independent ,"1,054",123,36
TX,48,34260,Paradise Independent ,"6,016","1,145",100
TX,48,34290,Paris Independent ,"21,200","3,706","1,175"
TX,48,34320,Pasadena Independent ,"255,337","53,080","13,730"
TX,48,34380,Patton Springs Independent ,284,41,10
TX,48,34410,Pawnee Independent ,619,93,22
TX,48,34440,Pearland Independent ,"105,503","21,844","1,516"
TX,48,34470,Pearsall Independent ,"11,903","1,908",652
TX,48,34500,Peaster Independent ,"6,111","1,181",95
TX,48,34550,Pecos-Barstow-Toyah Independent ,"14,213","2,349",619
TX,48,34560,Penelope Independent ,620,97,16
TX,48,34630,Perrin-Whitt Consolidated Independent ,"2,270",391,65
TX,48,34650,Perryton Independent ,"9,622","2,286",359
TX,48,34680,Petersburg Independent ,"1,227",241,58
TX,48,34710,Petrolia Consolidated Independent ,"2,783",438,59
TX,48,34770,Pettus Independent ,"1,536",275,65
TX,48,34800,Pewitt Consolidated Independent ,"5,393",876,212
TX,48,34830,Pflugerville Independent ,"172,530","31,365","4,159"
TX,48,34860,Pharr-San Juan-Alamo Independent ,"134,393","31,343","11,307"
TX,48,34920,Pilot Point Independent ,"9,388","1,622",222
TX,48,34980,Pine Tree Independent ,"25,497","5,095","1,027"
TX,48,35010,Pittsburg Independent ,"13,045","2,493",625
TX,48,35040,Plains Independent ,"1,880",483,88
TX,48,35070,Plainview Independent ,"25,529","5,095","1,230"
TX,48,35100,Plano Independent ,"377,484","59,903","4,782"
TX,48,35130,Pleasant Grove Independent ,"11,808","2,222",228
TX,48,35190,Pleasanton Independent ,"19,011","3,751",730
TX,48,41580,Plemons-Stinnett-Phillips Consolidated Independent ,"2,355",441,93
TX,48,35250,Point Isabel Independent ,"12,893","1,962",715
TX,48,35310,Ponder Independent ,"7,777","1,675",149
TX,48,35340,Poolville Independent ,"3,659",620,100
TX,48,35370,Port Aransas Independent ,"3,133",327,63
TX,48,35400,Port Arthur Independent ,"53,254","10,526","3,294"
TX,48,35430,Port Neches-Groves Independent ,"27,167","5,185",674
TX,48,35490,Post Independent ,"5,676",699,160
TX,48,35520,Poteet Independent ,"9,430","1,845",429
TX,48,35550,Poth Independent ,"3,913",686,78
TX,48,35580,Pottsboro Independent ,"9,462","1,482",174
TX,48,35700,Prairie Lea Independent ,"1,339",186,35
TX,48,35730,Prairie Valley Independent ,725,118,19
TX,48,35740,Prairiland Independent ,"5,917","1,089",217
TX,48,35760,Premont Independent ,"3,248",699,258
TX,48,35800,Presidio Independent ,"3,816",938,374
TX,48,35820,Priddy Independent ,340,36,12
TX,48,35850,Princeton Independent ,"26,973","5,924",698
TX,48,35890,Pringle-Morse Consolidated Independent ,341,72,20
TX,48,35910,Progreso Independent ,"7,114","1,785",619
TX,48,36000,Prosper Independent ,"78,364","19,706",593
TX,48,36180,Quanah Independent ,"2,843",485,117
TX,48,36210,Queen City Independent ,"4,906",817,229
TX,48,36240,Quinlan Independent ,"19,560","3,248",662
TX,48,36300,Quitman Independent ,"8,782","1,269",253
TX,48,36360,Rains Independent ,"12,064","1,810",341
TX,48,36390,Ralls Independent ,"1,936",412,152
TX,48,36420,Ramirez Common ,188,23,11
TX,48,36450,Randolph Field Independent ,"1,292",364,18
TX,48,36480,Ranger Independent ,"2,848",430,135
TX,48,36510,Rankin Independent ,"1,049",222,30
TX,48,36540,Raymondville Independent ,"12,387","2,095",796
TX,48,36570,Reagan County Independent ,"3,253",686,119
TX,48,36630,Red Lick Independent ,"2,932",600,35
TX,48,36660,Red Oak Independent ,"33,189","6,801",764
TX,48,36750,Redwater Independent ,"5,197",986,95
TX,48,36780,Refugio Independent ,"3,724",692,198
TX,48,36930,Ricardo Independent ,"3,648",751,167
TX,48,36970,Rice Consolidated Independent ,"6,397","1,251",303
TX,48,36960,Rice Independent ,"3,998",977,210
TX,48,36990,Richards Independent ,"1,710",252,49
TX,48,37020,Richardson Independent ,"237,897","42,707","7,064"
TX,48,37080,Richland Springs Independent ,775,109,22
TX,48,37110,Riesel Independent ,"2,286",455,64
TX,48,37140,Rio Grande City Consolidated Independent ,"39,899","9,674","3,419"
TX,48,37170,Rio Hondo Independent ,"8,562","1,869",477
TX,48,37200,Rio Vista Independent ,"4,710",902,128
TX,48,37230,Rising Star Independent ,"1,285",192,52
TX,48,37260,River Road Independent ,"6,632","1,261",209
TX,48,42120,Rivercrest Independent ,"3,693",688,179
TX,48,37320,Riviera Independent ,"1,626",256,72
TX,48,37380,Robert Lee Independent ,"1,731",259,54
TX,48,37410,Robinson Independent ,"11,870","2,404",217
TX,48,37440,Robstown Independent ,"15,163","2,820","1,047"
TX,48,37470,Roby Consolidated Independent ,"1,341",258,35
TX,48,37500,Rochelle Independent ,761,93,23
TX,48,37590,Rockdale Independent ,"9,254","1,734",357
TX,48,3,Rocksprings Independent ,"1,209",215,71
TX,48,37650,Rockwall Independent ,"93,999","19,472","1,175"
TX,48,37710,Rogers Independent ,"4,072",845,131
TX,48,37740,Roma Independent ,"25,307","5,854","2,435"
TX,48,37800,Roosevelt Independent ,"5,359","1,052",205
TX,48,37830,Ropes Independent ,"1,400",258,44
TX,48,37860,Roscoe Collegiate Independent ,"1,737",399,66
TX,48,37900,Rosebud-Lott Independent ,"4,718",827,197
TX,48,38040,Rotan Independent ,"1,758",281,76
TX,48,38080,Round Rock Independent ,"309,969","56,365","3,823"
TX,48,38100,Round Top-Carmine Independent ,"1,886",214,22
TX,48,38190,Royal Independent ,"12,667","2,426",552
TX,48,38220,Royse City Independent ,"34,578","7,581",558
TX,48,38280,Rule Independent ,807,123,30
TX,48,38310,Runge Independent ,"1,250",286,80
TX,48,38360,Rusk Independent ,"11,695","1,951",428
TX,48,38400,S and S Consolidated Independent ,"5,852","1,012",118
TX,48,38430,Sabinal Independent ,"2,095",366,125
TX,48,38460,Sabine Independent ,"6,909","1,492",205
TX,48,38490,Sabine Pass Independent ,328,22,6
TX,48,38520,Saint Jo Independent ,"1,571",290,37
TX,48,38580,Salado Independent ,"9,734","1,990",147
TX,48,38610,Saltillo Independent ,"1,260",278,72
TX,48,38640,Sam Rayburn Independent ,"2,609",423,50
TX,48,38700,San Angelo Independent ,"100,649","17,075","2,643"
TX,48,38730,San Antonio Independent ,"303,520","51,161","17,414"
TX,48,38760,San Augustine Independent ,"4,899",752,233
TX,48,38790,San Benito Consolidated Independent ,"44,120","10,237","3,645"
TX,48,38820,San Diego Independent ,"6,030","1,149",450
TX,48,38850,San Elizario Independent ,"14,533","3,358","1,385"
TX,48,38900,San Felipe-Del Rio Consolidated Independent ,"47,163","9,820","2,714"
TX,48,38910,San Isidro Independent ,843,140,37
TX,48,38970,San Marcos Consolidated Independent ,"86,599","9,910","2,101"
TX,48,39000,San Perlita Independent ,"1,011",156,53
TX,48,39030,San Saba Independent ,"4,401",666,184
TX,48,39060,San Vicente Independent ,171,10,2
TX,48,39120,Sands Consolidated Independent ,639,149,23
TX,48,39150,Sanford-Fritch Independent ,"4,602",737,101
TX,48,39180,Sanger Independent ,"16,561","3,007",268
TX,48,39210,Santa Anna Independent ,"1,542",294,99
TX,48,39270,Santa Fe Independent ,"27,125","4,991",633
TX,48,39300,Santa Gertrudis Independent ,199,32,9
TX,48,39330,Santa Maria Independent ,"2,824",691,238
TX,48,39360,Santa Rosa Independent ,"4,653","1,047",328
TX,48,39390,Santo Independent ,"3,214",506,72
TX,48,39450,Savoy Independent ,"1,863",297,44
TX,48,39480,Schertz-Cibolo-Universal City Independent ,"84,335","17,217","1,473"
TX,48,39510,Schleicher Independent ,"2,429",471,88
TX,48,39540,Schulenburg Independent ,"4,969",749,118
TX,48,39570,Scurry-Rosser Independent ,"5,323","1,064",103
TX,48,39600,Seagraves Independent ,"2,667",597,163
TX,48,39630,Sealy Independent ,"14,437","2,663",418
TX,48,39690,Seguin Independent ,"48,057","7,463","1,594"
TX,48,39750,Seminole Independent ,"18,923","5,078",937
TX,48,39780,Seymour Independent ,"3,509",600,124
TX,48,39870,Shallowater Independent ,"6,350","1,524",169
TX,48,39900,Shamrock Independent ,"2,229",443,110
TX,48,39930,Sharyland Independent ,"52,384","12,826","3,146"
TX,48,39960,Shelbyville Independent ,"3,180",571,159
TX,48,39990,Sheldon Independent ,"46,700","11,686","2,554"
TX,48,40020,Shepherd Independent ,"9,521","1,777",454
TX,48,40080,Sherman Independent ,"47,510","8,193","1,346"
TX,48,40110,Shiner Independent ,"4,130",821,88
TX,48,40170,Sidney Independent ,583,87,15
TX,48,40200,Sierra Blanca Independent ,"1,383",85,24
TX,48,40230,Silsbee Independent ,"16,911","3,035",558
TX,48,40290,Silverton Independent ,948,143,34
TX,48,40320,Simms Independent ,"5,747",497,88
TX,48,40350,Sinton Independent ,"9,822","1,964",515
TX,48,40380,Sivells Bend Independent ,540,63,7
TX,48,40410,Skidmore-Tynan Independent ,"2,680",508,127
TX,48,40440,Slaton Independent ,"7,532","1,436",312
TX,48,40470,Slidell Independent ,"2,305",375,56
TX,48,40500,Slocum Independent ,"2,261",355,106
TX,48,40550,Smithville Independent ,"13,151","2,209",357
TX,48,40590,Smyer Independent ,"1,636",304,65
TX,48,40620,Snook Independent ,"3,310",584,124
TX,48,40650,Snyder Independent ,"15,454","2,848",565
TX,48,40710,Socorro Independent ,"242,622","55,000","11,270"
TX,48,40740,Somerset Independent ,"17,440","3,818","1,003"
TX,48,40770,Somerville Independent ,"4,435",643,156
TX,48,40800,Sonora Independent ,"3,319",607,121
TX,48,40680,South San Antonio Independent ,"46,040","9,635","3,051"
TX,48,40890,Southland Independent ,250,40,10
TX,48,40920,Southside Independent ,"31,205","6,936","1,939"
TX,48,40950,Southwest Independent ,"67,839","15,331","3,892"
TX,48,41010,Spearman Independent ,"3,569",781,128
TX,48,41070,Splendora Independent ,"17,882","3,881",769
TX,48,41100,Spring Branch Independent ,"183,243","36,056","6,461"
TX,48,41130,Spring Creek Independent ,132,28,3
TX,48,41190,Spring Hill Independent ,"9,304","2,256",304
TX,48,41220,Spring Independent ,"200,672","41,644","10,767"
TX,48,41250,Springlake-Earth Independent ,"1,581",351,74
TX,48,41280,Springtown Independent ,"24,181","4,356",583
TX,48,2,Spur Independent ,"1,456",180,48
TX,48,41340,Spurger Independent ,"1,789",296,58
