State Postal Code,State FIPS Code,District ID,District,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
AL,1,190,Alabaster City ,"33,897","6,611",622
AL,1,5,Albertville City ,"22,527","4,668","1,042"
AL,1,30,Alexander City City ,"16,964","2,772",765
AL,1,60,Andalusia City ,"8,840","1,485",436
AL,1,90,Anniston City ,"21,477","2,977","1,054"
AL,1,100,Arab City ,"8,515","1,510",256
AL,1,120,Athens City ,"26,397","4,149",545
AL,1,180,Attalla City ,"5,812",962,263
AL,1,210,Auburn City ,"77,497","10,732","1,173"
AL,1,240,Autauga County ,"59,095","10,444","1,607"
AL,1,270,Baldwin County ,"223,776","36,648","5,478"
AL,1,300,Barbour County ,"12,214","1,412",488
AL,1,330,Bessemer City ,"25,754","4,306","1,852"
AL,1,360,Bibb County ,"22,477","3,342",940
AL,1,390,Birmingham City ,"198,624","27,013","11,105"
AL,1,420,Blount County ,"52,114","9,099","1,420"
AL,1,12,Boaz City ,"10,161","1,950",467
AL,1,450,Brewton City ,"5,268",860,249
AL,1,480,Bullock County ,"10,320","1,622",690
AL,1,510,Butler County ,"18,884","3,189","1,073"
AL,1,540,Calhoun County ,"54,643","9,364","1,963"
AL,1,600,Chambers County ,"27,617","4,127","1,161"
AL,1,630,Cherokee County ,"24,996","3,555",882
AL,1,188,Chickasaw City ,"6,430","1,150",379
AL,1,660,Chilton County ,"45,274","8,016","1,621"
AL,1,690,Choctaw County ,"12,533","1,831",587
AL,1,720,Clarke County ,"17,688","2,779",808
AL,1,750,Clay County ,"14,190","2,172",576
AL,1,780,Cleburne County ,"14,859","2,552",525
AL,1,810,Coffee County ,"20,870","3,669",711
AL,1,840,Colbert County ,"22,589","3,351",677
AL,1,870,Conecuh County ,"11,328","1,668",555
AL,1,900,Coosa County ,"10,450","1,257",362
AL,1,930,Covington County ,"21,921","3,540",807
AL,1,960,Crenshaw County ,"13,083","2,287",621
AL,1,990,Cullman City ,"17,484","2,895",372
AL,1,1020,Cullman County ,"71,982","12,000","2,017"
AL,1,1050,Dale County ,"15,553","2,598",544
AL,1,1080,Daleville City ,"10,703","1,640",380
AL,1,1110,Dallas County ,"20,042","3,395","1,292"
AL,1,1140,DeKalb County ,"56,893","10,335","2,447"
AL,1,1170,Decatur City ,"58,064","9,722","1,732"
AL,1,1200,Demopolis City ,"7,041","1,279",435
AL,1,1230,Dothan City ,"71,233","11,594","3,258"
AL,1,1260,Elba City ,"4,831",717,229
AL,1,1290,Elmore County ,"81,665","13,511","2,128"
AL,1,1320,Enterprise City ,"29,084","5,443","1,053"
AL,1,1350,Escambia County ,"31,431","5,263","1,568"
AL,1,1380,Etowah County ,"62,384","9,967","1,750"
AL,1,1410,Eufaula City ,"12,750","2,411",788
AL,1,1440,Fairfield City ,"9,898","1,709",678
AL,1,1470,Fayette County ,"14,883","2,356",590
AL,1,1530,Florence City ,"40,390","5,376","1,475"
AL,1,1560,Fort Payne City ,"14,920","2,820",657
AL,1,1,Fort Rucker ,"4,482",846,34
AL,1,1590,Franklin County ,"21,192","3,665",837
AL,1,1620,Gadsden City ,"33,859","5,269","1,785"
AL,1,1640,Geneva City ,"5,981",917,266
AL,1,1660,Geneva County ,"20,720","3,479",913
AL,1,1680,Greene County ,"7,629","1,214",595
AL,1,202,Gulf Shores City ,"15,518","1,874",284
AL,1,1690,Guntersville City ,"8,607","1,351",275
AL,1,1710,Hale County ,"14,754","2,546",807
AL,1,1720,Haleyville City ,"8,338","1,366",352
AL,1,1730,Hartselle City ,"14,712","2,749",265
AL,1,1740,Henry County ,"17,456","2,709",621
AL,1,1760,Homewood City ,"26,144","4,425",371
AL,1,7,Hoover City ,"91,562","15,886","1,265"
AL,1,1770,Houston County ,"37,753","6,662","1,538"
AL,1,1800,Huntsville City ,"218,862","30,996","5,106"
AL,1,1830,Jackson County ,"37,140","5,810","1,510"
AL,1,1860,Jacksonville City ,"14,327","1,685",364
AL,1,1890,Jasper City ,"14,461","2,401",541
AL,1,1920,Jefferson County ,"238,629","41,021","9,110"
AL,1,1950,Lamar County ,"13,689","2,192",498
AL,1,1980,Lanett City ,"6,924","1,165",493
AL,1,2010,Lauderdale County ,"53,653","8,449","1,450"
AL,1,2040,Lawrence County ,"33,090","5,470","1,179"
AL,1,2070,Lee County ,"61,299","10,653","1,987"
AL,1,11,Leeds City ,"12,261","2,042",434
AL,1,2100,Limestone County ,"64,873","10,153","1,347"
AL,1,2130,Linden City ,"4,037",626,235
AL,1,2160,Lowndes County ,"9,965","1,606",690
AL,1,2190,Macon County ,"18,895","2,417",988
AL,1,8,Madison City ,"58,216","12,485",613
AL,1,2220,Madison County ,"134,320","23,675","2,342"
AL,1,2250,Marengo County ,"7,918","1,274",397
AL,1,2310,Marion County ,"23,414","3,669",883
AL,1,6,Marshall County ,"49,555","8,887","1,955"
AL,1,3,Maxwell AFB ,"2,110",282,20
AL,1,2350,Midfield City ,"5,158","1,056",455
AL,1,2370,Mobile County ,"383,819","64,980","15,009"
AL,1,2400,Monroe County ,"19,648","3,113","1,010"
AL,1,2430,Montgomery County ,"215,948","36,398","11,826"
AL,1,2480,Morgan County ,"50,952","8,777","1,172"
AL,1,2490,Mountain Brook City ,"22,331","5,143",192
AL,1,2520,Muscle Shoals City ,"16,345","2,865",407
AL,1,2550,Oneonta City ,"6,927","1,079",179
AL,1,2580,Opelika City ,"31,530","5,012","1,260"
AL,1,2610,Opp City ,"6,763","1,161",367
AL,1,2635,Oxford City ,"23,754","4,276",857
AL,1,2640,Ozark City ,"16,468","2,702",686
AL,1,194,Pelham City ,"24,587","4,066",404
AL,1,2650,Pell City City ,"28,785","4,583",863
AL,1,2670,Perry County ,"8,355","1,256",603
AL,1,2700,Phenix City City ,"38,681","7,095","2,288"
AL,1,2730,Pickens County ,"18,801","2,655",760
AL,1,2760,Piedmont City ,"6,383","1,066",329
AL,1,2790,Pike County ,"15,274","2,498",752
AL,1,195,Pike Road City ,"9,376","2,116",186
AL,1,2820,Randolph County ,"16,673","2,556",683
AL,1,2850,Roanoke City ,"5,316",911,293
AL,1,2880,Russell County ,"26,933","4,519","1,177"
AL,1,2910,Russellville City ,"10,821","2,117",542
AL,1,185,Saraland City ,"16,103","3,014",367
AL,1,189,Satsuma City ,"6,721","1,153",109
AL,1,2940,Scottsboro City ,"15,633","2,373",572
AL,1,2970,Selma City ,"17,577","3,235","1,551"
AL,1,3000,Sheffield City ,"9,447","1,441",452
AL,1,3030,Shelby County ,"139,011","24,730","2,170"
AL,1,3062,St. Clair County ,"60,235","10,413","1,547"
AL,1,3090,Sumter County ,"12,164","1,700",797
AL,1,3120,Sylacauga City ,"12,482","2,008",515
AL,1,3150,Talladega City ,"15,740","2,483",846
AL,1,3180,Talladega County ,"48,934","7,359","1,765"
AL,1,3210,Tallapoosa County ,"22,429","3,271",796
AL,1,3240,Tallassee City ,"9,269","1,515",370
AL,1,3270,Tarrant City ,"6,061","1,223",561
AL,1,3300,Thomasville City ,"5,072",810,204
AL,1,3330,Troy City ,"17,717","2,118",558
AL,1,13,Trussville City ,"25,769","5,466",273
AL,1,3360,Tuscaloosa City ,"98,821","12,034","2,756"
AL,1,3390,Tuscaloosa County ,"128,186","23,109","3,510"
AL,1,3420,Tuscumbia City ,"9,093","1,345",326
AL,1,3430,Vestavia Hills City ,"38,764","7,934",300
AL,1,3450,Walker County ,"50,357","8,240","2,114"
AL,1,3480,Washington County ,"15,147","2,396",712
AL,1,3510,Wilcox County ,"10,446","1,719",857
AL,1,3540,Winfield City ,"6,644","1,030",190
AL,1,3580,Winston County ,"15,767","2,315",575
AK,2,50,Alaska Gateway ,"2,290",453,99
AK,2,10,Aleutian Region ,482,27,5
AK,2,7,Aleutians East Borough ,"3,398",192,26
AK,2,180,Anchorage ,"288,121","49,862","5,237"
AK,2,525,Annette Island ,"1,555",288,62
AK,2,20,Bering Strait ,"6,233","1,709",438
AK,2,30,Bristol Bay Borough ,838,133,25
AK,2,730,Chatham ,"1,317",150,32
AK,2,800,Chugach ,496,76,13
AK,2,70,Copper River ,"2,501",487,75
AK,2,60,Cordova City ,"2,550",406,41
AK,2,90,Craig City ,"1,032",171,17
AK,2,100,Delta/Greely ,"4,808",902,106
AK,2,770,Denali Borough ,"1,593",209,14
AK,2,120,Dillingham City ,"2,210",438,65
AK,2,600,Fairbanks North Star Borough ,"95,593","15,871","1,379"
AK,2,130,Galena City ,466,119,27
AK,2,270,Haines Borough ,"2,071",276,46
AK,2,300,Hoonah City ,918,136,41
AK,2,330,Hydaburg City ,378,66,22
AK,2,520,Iditarod Area ,"1,084",237,82
AK,2,210,Juneau Borough ,"31,973","5,012",392
AK,2,360,Kake City ,541,112,24
AK,2,5,Kashunamiut ,950,264,130
AK,2,390,Kenai Peninsula Borough ,"59,767","9,895","1,272"
AK,2,150,Ketchikan Gateway Borough ,"13,754","2,177",254
AK,2,450,Klawock City ,717,123,23
AK,2,480,Kodiak Island Borough ,"12,787","2,277",175
AK,2,760,Kuspuk ,"1,421",330,83
AK,2,485,Lake and Peninsula Borough ,"1,416",282,79
AK,2,1,Lower Kuskokwim ,"15,531","3,880","1,016"
AK,2,3,Lower Yukon ,"6,812","1,999",793
AK,2,510,Matanuska-Susitna Borough ,"110,686","21,940","2,286"
AK,2,540,Nenana City ,353,76,17
AK,2,570,Nome ,"3,632",790,113
AK,2,610,North Slope Borough ,"10,972","2,267",299
AK,2,625,Northwest Arctic Borough ,"7,560","2,004",503
AK,2,630,Pelican City ,97,12,2
AK,2,660,Petersburg Borough ,"3,356",551,51
AK,2,670,Pribilof ,464,85,8
AK,2,240,Sitka ,"8,407","1,281",118
AK,2,690,Skagway ,"1,132",129,10
AK,2,700,Southeast Island ,"1,506",190,41
AK,2,710,Southwest Region ,"2,562",647,251
AK,2,680,St. Marys City ,598,161,68
AK,2,715,Tanana City ,243,41,13
AK,2,720,Unalaska City ,"4,113",351,15
AK,2,780,Valdez City ,"3,895",673,47
AK,2,810,Wrangell ,"2,055",300,47
AK,2,840,Yakutat ,704,111,19
AK,2,775,Yukon Flats ,"1,200",243,49
AK,2,862,Yukon-Koyukuk ,"1,956",389,123
AK,2,4,Yupiit ,"1,579",445,143
AZ,4,450,Agua Fria Union High ,"164,853","9,391",871
AZ,4,480,Aguila Elementary District,814,153,51
AZ,4,520,Ajo Unified District,"3,064",339,124
AZ,4,600,Alhambra Elementary District,"97,690","14,488","4,362"
AZ,4,630,Alpine Elementary District,680,72,16
AZ,4,4770,Altar Valley Elementary District,"6,708","1,058",355
AZ,4,680,Amphitheater Unified District,"148,262","19,112","3,345"
AZ,4,720,Antelope Union High ,"4,520",204,43
AZ,4,750,Apache Elementary District,133,10,6
AZ,4,790,Apache Junction Unified District,"63,952","6,627","1,084"
AZ,4,840,Arlington Elementary District,"1,338",183,38
AZ,4,870,Ash Creek Elementary District,591,37,11
AZ,4,910,Ash Fork Joint Unified District,"2,037",251,81
AZ,4,960,Avondale Elementary District,"56,664","8,501","1,346"
AZ,4,1000,Bagdad Unified ,"2,247",502,32
AZ,4,1050,Balsz Elementary District,"33,493","3,780","1,128"
AZ,4,1080,Beaver Creek Elementary District,"5,350",770,159
AZ,4,212,Benson Unified ,"8,137","1,187",260
AZ,4,1160,Bicentennial Union High ,"7,102",161,45
AZ,4,1180,Bisbee Unified District,"6,486",654,222
AZ,4,1230,Blue Elementary District,54,1,0
AZ,4,6580,Blue Ridge Unified District,"13,633","2,059",513
AZ,4,1260,Bonita Elementary District,897,46,8
AZ,4,1290,Bouse Elementary District,840,40,11
AZ,4,1330,Bowie Unified District,647,112,20
AZ,4,1380,Buckeye Elementary District,"54,165","7,990","1,129"
AZ,4,1410,Buckeye Union High ,"99,950","5,882",598
AZ,4,1500,Bullhead City ,"42,758","3,308","1,200"
AZ,4,1600,Camp Verde Unified District,"13,011","1,993",444
AZ,4,1650,Canon Elementary District,"2,829",298,85
AZ,4,1680,Cartwright Elementary District,"121,868","20,403","5,310"
AZ,4,1710,Casa Grande Elementary District,"69,349","8,962","1,528"
AZ,4,1740,Casa Grande Union High ,"97,609","5,137",756
AZ,4,1760,Catalina Foothills Unified District,"31,873","4,109",278
AZ,4,1,Cave Creek Unified District,"64,823","7,237",543
AZ,4,1810,Cedar Unified District,"6,821","1,346",521
AZ,4,1870,Chandler Unified District,"281,693","52,583","3,887"
AZ,4,1920,Chevelon Butte ,578,27,5
AZ,4,1940,Chinle Unified District,"18,931","4,329","1,474"
AZ,4,3,Chino Valley Unified District,"25,242","3,638",621
AZ,4,4,Clarkdale-Jerome Elementary District,"4,235",348,61
AZ,4,2130,Cochise Elementary District,197,26,3
AZ,4,21,Colorado City Unified District,"4,180","1,425",574
AZ,4,82,Colorado River Union High ,"69,420","2,706",718
AZ,4,2190,Concho Elementary District,"2,687",313,130
AZ,4,2220,Congress Elementary District,"2,212",141,26
AZ,4,2250,Continental Elementary District,"31,752","1,135",153
AZ,4,2320,Coolidge Unified District,"20,439","4,173",794
AZ,4,2370,Cottonwood-Oak Creek Elementary District,"31,770","2,873",524
AZ,4,2400,Crane Elementary District,"45,457","6,562","1,583"
AZ,4,2430,Creighton Elementary District,"66,162","7,587","1,786"
AZ,4,2460,Crown King Elementary District,90,2,1
AZ,4,7750,Deer Valley Unified District,"273,261","47,748","4,154"
AZ,4,2490,Double Adobe Elementary District,389,45,13
AZ,4,2530,Douglas Unified District,"20,386","4,237","1,623"
AZ,4,2600,Duncan Unified District,"2,539",454,82
AZ,4,2690,Dysart Unified District,"199,637","35,640","4,067"
AZ,4,2710,Eagle Elementary District,74,7,0
AZ,4,2760,Elfrida Elementary District,881,89,28
AZ,4,2790,Eloy Elementary District,"5,984",902,260
AZ,4,2820,Empire Elementary District,474,67,18
AZ,4,2860,Flagstaff Unified District,"100,565","14,018","1,641"
AZ,4,2920,Florence Unified ,"111,453","19,279","2,115"
AZ,4,3010,Flowing Wells Unified District,"30,713","5,160","1,426"
AZ,4,3150,Fort Huachuca Accommodation District,"5,264",804,48
AZ,4,3200,Fort Thomas Unified District,"2,598",602,146
AZ,4,3040,Fountain Hills Unified District,"24,806","1,981",164
AZ,4,3060,Fowler Elementary District,"35,432","5,871","1,225"
AZ,4,3080,Fredonia-Moccasin Unified District,"2,718",455,157
AZ,4,3240,Gadsden Elementary District,"26,275","3,986","1,211"
AZ,4,3290,Ganado Unified District,"6,201","1,300",421
AZ,4,3310,Gila Bend Unified District,"2,341",567,218
AZ,4,3400,Gilbert Unified District,"215,029","43,498","2,830"
AZ,4,3420,Glendale Elementary District,"111,027","16,123","4,131"
AZ,4,3450,Glendale Union High ,"362,762","20,499","3,774"
AZ,4,3500,Globe Unified District,"10,018","1,626",280
AZ,4,3550,Grand Canyon Unified District,"2,422",209,54
AZ,4,3660,Hackberry ,"1,231",75,21
AZ,4,3730,Hayden-Winkelman Unified District,"1,050",170,58
AZ,4,26,Heber-Overgaard Unified District,"4,377",485,167
AZ,4,3780,Higley Unified District,"91,988","20,540","1,109"
AZ,4,8460,Hillside Elementary District,91,17,1
AZ,4,3820,Holbrook Unified District,"9,845","1,985",648
AZ,4,3870,Humboldt Unified District,"63,314","8,946","1,339"
AZ,4,3900,Hyder Elementary District,346,36,11
AZ,4,3950,Indian Oasis-Baboquivari Unified District,"6,471","1,447",446
AZ,4,3960,Isaac Elementary District,"43,839","7,010","2,140"
AZ,4,3990,J. O. Combs Unified ,"46,399","9,878",751
AZ,4,4010,Joseph City Unified District,"1,783",387,112
AZ,4,4060,Kayenta Unified District,"10,232","2,435",949
AZ,4,295,Kingman Unified ,"74,025","9,495","2,463"
AZ,4,4170,Kirkland Elementary District,"1,141",123,28
AZ,4,4200,Klondyke Elementary District,90,12,5
AZ,4,4230,Kyrene Elementary District,"162,780","17,388","1,422"
AZ,4,4280,Lake Havasu Unified District,"61,954","6,702","1,319"
AZ,4,4290,Laveen Elementary District,"56,155","8,922","1,497"
AZ,4,4320,Liberty Elementary District,"41,331","5,821",600
AZ,4,4380,Litchfield Elementary District,"108,189","14,093","1,235"
AZ,4,4410,Littlefield Unified District,"3,238",360,129
AZ,4,4440,Littleton Elementary District,"53,196","8,684","1,245"
AZ,4,4500,Madison Elementary District,"63,651","5,252",625
AZ,4,4530,Maine Consolidated ,"1,459",186,43
AZ,4,4570,Mammoth-San Manuel Unified District,"4,708",753,170
AZ,4,4630,Marana Unified District,"105,106","18,088","1,946"
AZ,4,4720,Maricopa Unified ,"64,954","12,707","1,390"
AZ,4,4820,Mayer Unified District,"5,974",721,161
AZ,4,4860,McNary Elementary District,515,162,59
AZ,4,4920,McNeal Elementary District,441,85,11
AZ,4,4970,Mesa Unified District,"503,824","81,485","12,683"
AZ,4,5030,Miami Unified District,"6,815","1,203",293
AZ,4,5070,Mingus Union High ,"36,005","1,450",215
AZ,4,5100,Mobile Elementary District,73,5,1
AZ,4,5190,Mohave Valley Elementary District,"24,222","2,100",559
AZ,4,5220,Mohawk Valley Elementary District,"1,027",97,24
AZ,4,5320,Morenci Unified District,"6,737","1,443",113
AZ,4,5340,Morristown Elementary District,"1,753",190,45
AZ,4,5400,Murphy Elementary District,"15,754","1,747",592
AZ,4,5430,Naco Elementary District,"1,224",283,69
AZ,4,5460,Nadaburg Unified ,"10,162","1,720",261
AZ,4,5530,Nogales Unified District,"21,050","4,351","1,543"
AZ,4,5640,Oracle Elementary District,"16,763",847,117
AZ,4,5670,Osborn Elementary District,"42,850","3,467",825
AZ,4,5730,Owens-Whitney Elementary District,563,67,35
AZ,4,5820,Page Unified District,"12,625","2,720",687
AZ,4,5850,Palo Verde Elementary District,"3,117",469,68
AZ,4,8430,Paloma ,175,58,23
AZ,4,5880,Palominas Elementary District,"10,192","1,438",283
AZ,4,5930,Paradise Valley Unified District,"271,950","41,194","4,262"
AZ,4,5980,Parker Unified ,"9,306","1,488",424
AZ,4,6000,Patagonia Elementary District,"1,386",95,17
AZ,4,6030,Patagonia Union High ,"3,177",108,19
AZ,4,6070,Payson Unified District,"22,870","2,709",606
AZ,4,6120,Peach Springs Unified District,"1,361",333,116
AZ,4,6150,Pearce Elementary District,"1,931",119,38
AZ,4,6210,Pendergast Elementary District,"78,148","11,387","2,048"
AZ,4,6250,Peoria Unified ,"255,761","44,277","4,842"
AZ,4,6300,Phoenix Elementary District,"59,684","5,613","1,668"
AZ,4,6330,Phoenix Union High ,"735,135","40,797","8,180"
AZ,4,6360,Picacho Elementary District,"7,146",110,23
AZ,4,6440,Pima Unified District,"4,278","1,002",218
AZ,4,6510,Pine Strawberry Elementary District,"2,925",213,46
AZ,4,23,Pinon Unified District,"6,743","1,469",611
AZ,4,6630,Pomerene Elementary District,920,132,44
AZ,4,6730,Prescott Unified District,"63,841","5,650",648
AZ,4,6780,Quartzsite Elementary District,"3,758",130,44
AZ,4,6810,Queen Creek Unified District,"67,010","15,241",753
AZ,4,6850,Ray Unified District,"3,096",539,113
AZ,4,6870,Red Mesa Unified District,"7,153","1,440",506
AZ,4,6900,Red Rock Elementary District,"3,948",581,58
AZ,4,6930,Redington Elementary District,85,19,4
AZ,4,7020,Riverside Elementary District,"7,762","1,370",282
AZ,4,7080,Roosevelt Elementary District,"121,641","17,425","3,972"
AZ,4,7130,Round Valley Unified District,"7,398","1,449",295
AZ,4,7200,Sacaton Elementary District,"8,374","1,380",290
AZ,4,7170,Saddle Mountain Unified ,"14,574","3,255",423
AZ,4,7240,Safford Unified District,"17,514","3,281",770
AZ,4,7300,Sahuarita Unified District,"31,730","6,811",812
AZ,4,5,Salome Consolidated Elementary District,"2,014",78,24
AZ,4,6960,San Carlos Unified District,"8,187","2,131",654
AZ,4,7380,San Fernando Elementary District,51,6,5
AZ,4,7430,San Simon Unified District,672,75,23
AZ,4,6740,Sanders Unified District,"5,174",982,320
AZ,4,7500,Santa Cruz Elementary District,"1,744",371,71
AZ,4,7520,Santa Cruz Valley Unified District,"21,902","4,367",903
AZ,4,7530,Santa Cruz Valley Union High ,"17,079",637,110
AZ,4,7570,Scottsdale Unified District,"241,115","29,888","2,052"
AZ,4,9733,Sedona-Oak Creek Joint Unified District,"17,755","1,015",184
AZ,4,7630,Seligman Unified District,"1,350",123,41
AZ,4,7680,Sentinel Elementary District,121,24,7
AZ,4,7700,Show Low Unified District,"17,700","2,837",738
AZ,4,1460,Sierra Vista Unified District,"49,236","7,699","1,456"
AZ,4,7770,Skull Valley Elementary District,526,59,16
AZ,4,7820,Snowflake Unified District,"13,094","2,975",669
AZ,4,7860,Solomon Elementary District,"2,733",358,91
AZ,4,7890,Somerton Elementary District,"28,394","3,859","1,115"
AZ,4,7920,Sonoita Elementary District,"1,791",111,18
AZ,4,8020,St. David Unified District,"3,720",562,117
AZ,4,8080,St. Johns Unified District,"4,073",900,197
AZ,4,8130,Stanfield Elementary District,"4,402",532,96
AZ,4,8170,Sunnyside Unified District,"89,394","17,729","5,154"
AZ,4,8230,Superior Unified ,"3,104",417,84
AZ,4,8280,Tanque Verde Unified District,"11,458","1,692",115
AZ,4,8310,Tempe ,"162,866","12,623","2,624"
AZ,4,8340,Tempe Union High ,"325,646","14,835","1,579"
AZ,4,8410,Thatcher Unified District,"8,334","1,740",343
AZ,4,8490,Tolleson Elementary District,"17,331","2,794",620
AZ,4,8520,Tolleson Union High ,"203,103","13,504","1,914"
AZ,4,8550,Toltec Elementary District,"15,485","1,594",392
AZ,4,8600,Tombstone Unified District,"7,162",866,302
AZ,4,5760,Tonto Basin Elementary District,"1,636",105,39
AZ,4,8640,Topock Elementary District,"2,440",140,59
AZ,4,8680,Tuba City Unified District,"15,060","3,193",952
AZ,4,8800,Tucson Unified District,"485,276","68,796","15,583"
AZ,4,8820,Union Elementary District,"18,995","3,421",550
AZ,4,8850,Vail Unified District,"69,156","14,580",953
AZ,4,8880,Valentine Elementary District,218,31,7
AZ,4,8910,Valley Union High ,"3,403",150,35
AZ,4,22,Vernon Elementary District,"2,101",208,68
AZ,4,9030,Walnut Grove Elementary District,174,6,1
AZ,4,9060,Washington Elementary District,"251,735","29,643","6,362"
AZ,4,9090,Wellton Elementary District,"3,146",233,60
AZ,4,9120,Wenden Elementary District,489,49,24
AZ,4,9160,Whiteriver Unified District,"13,992","3,455","1,284"
AZ,4,9190,Wickenburg Unified District,"16,664","1,480",213
AZ,4,9250,Willcox Unified District,"7,228","1,285",296
AZ,4,9310,Williams Unified District,"6,146",914,214
AZ,4,9360,Williamson Valley Elementary ,733,60,16
AZ,4,9390,Wilson Elementary District,"4,586",579,204
AZ,4,9430,Window Rock Unified District,"10,710","2,198",693
AZ,4,9460,Winslow Unified District,"11,091","2,125",675
AZ,4,9510,Yarnell Elementary District,"1,139",78,26
AZ,4,9540,Young Elementary ,858,81,22
AZ,4,9570,Yucca Elementary District,736,71,45
AZ,4,9600,Yuma Elementary District,"102,345","10,630","2,750"
AZ,4,9630,Yuma Union High ,"202,470","12,059","2,523"
AR,5,2250,Alma ,"15,672","3,035",574
AR,5,2280,Alpena ,"2,812",512,113
AR,5,2430,Arkadelphia ,"15,357","2,019",415
AR,5,2550,Armorel ,"1,446",300,32
AR,5,2580,Ashdown ,"8,812","1,427",326
AR,5,2610,Atkins Public Schools,"6,538","1,171",280
AR,5,2670,Augusta ,"2,947",429,161
AR,5,2700,Bald Knob ,"6,707","1,187",262
AR,5,2730,Barton-Lexa ,"2,392",424,124
AR,5,19,Batesville ,"20,513","3,609",727
AR,5,2790,Bauxite ,"7,005","1,326",135
AR,5,2820,Bay ,"3,038",574,119
AR,5,32,Bearden ,"2,893",524,129
AR,5,2880,Beebe ,"18,569","3,527",598
AR,5,2960,Benton ,"32,484","5,964",671
AR,5,3060,Bentonville Public Schools,"114,236","22,489","1,264"
AR,5,3090,Bergman ,"5,142",988,140
AR,5,3150,Berryville Public Schools,"11,077","2,081",468
AR,5,3240,Bismarck Public Schools,"6,455","1,061",250
AR,5,3300,Blevins ,"3,194",545,152
AR,5,3320,Blytheville ,"14,216","2,707",971
AR,5,3450,Booneville ,"7,458","1,219",295
AR,5,3480,Bradford ,"2,671",489,105
AR,5,3630,Brinkley ,"3,635",590,217
AR,5,3640,Brookland ,"12,865","2,664",320
AR,5,3690,Bryant Public Schools,"56,974","10,725","1,091"
AR,5,3710,Buffalo Island Central ,"4,627",825,196
AR,5,3750,Cabot Public Schools,"55,763","10,937","1,224"
AR,5,3770,Caddo Hills ,"3,406",540,162
AR,5,3840,Calico Rock ,"3,741",374,97
AR,5,6060,Camden Fairview ,"16,782","2,733",790
AR,5,3960,Carlisle ,"3,922",641,118
AR,5,4050,Cave City ,"8,404","1,442",321
AR,5,70,Cedar Ridge ,"5,367","1,010",242
AR,5,4080,Cedarville ,"4,747",799,165
AR,5,6690,Centerpoint ,"5,161",983,228
AR,5,4200,Charleston ,"4,906",891,122
AR,5,4350,Clarendon ,"3,129",482,156
AR,5,4380,Clarksville ,"14,510","2,669",554
AR,5,67,Cleveland County ,"4,633",747,155
AR,5,4410,Clinton ,"8,244","1,278",296
AR,5,4560,Concord Public Schools,"4,095",646,156
AR,5,4590,Conway Public Schools,"77,462","11,862","1,616"
AR,5,9,Corning Public Schools,"6,121","1,000",243
AR,5,405,Cossatot River ,"4,808",944,234
AR,5,4680,Cotter ,"4,516",728,142
AR,5,4740,County Line ,"3,314",571,126
AR,5,7740,Cross County ,"3,337",545,119
AR,5,4800,Crossett ,"10,500","1,790",512
AR,5,4860,Cutter-Morning Star ,"3,779",661,125
AR,5,4890,Danville ,"3,508",648,115
AR,5,4930,Dardanelle Public Schools,"10,204","1,807",327
AR,5,49,De Queen ,"12,361","2,556",613
AR,5,1,DeWitt ,"7,854","1,269",281
AR,5,4980,Decatur ,"3,585",704,98
AR,5,72,Deer/Mount Judea ,"2,120",305,91
AR,5,5170,Dermott ,"3,381",477,169
AR,5,5190,Des Arc Public Schools,"3,552",560,124
AR,5,5340,Dierks ,"2,523",431,97
AR,5,5430,Dover ,"8,084","1,427",289
AR,5,5470,Drew Central ,"6,085",911,167
AR,5,5500,Dumas ,"10,530","1,235",351
AR,5,5550,Earle ,"2,357",462,171
AR,5,5580,East End ,"3,860",647,117
AR,5,48,East Poinsett County ,"3,148",564,134
AR,5,5680,El Dorado ,"24,485","4,369","1,062"
AR,5,5760,Elkins ,"5,726","1,130",117
AR,5,68,Emerson-Taylor-Bradley ,"5,299",836,211
AR,5,5850,England ,"3,728",609,144
AR,5,5970,Eureka Springs ,"8,586",813,232
AR,5,6090,Farmington ,"13,284","2,613",224
AR,5,6120,Fayetteville ,"101,795","13,655","1,644"
AR,5,6150,Flippin ,"7,470","1,005",245
AR,5,6210,Fordyce ,"4,489",791,194
AR,5,6240,Foreman ,"2,578",452,103
AR,5,6270,Forrest City ,"19,283","2,823","1,086"
AR,5,6330,Fort Smith Public Schools,"91,710","15,696","3,899"
AR,5,6360,Fouke ,"5,630","1,129",234
AR,5,6420,Fountain Lake ,"16,264","1,385",240
AR,5,4110,Genoa Central ,"4,679",908,173
AR,5,6540,Gentry Public Schools,"8,516","1,655",207
AR,5,6630,Glen Rose ,"5,429",996,158
AR,5,29,Gosnell ,"4,528",919,217
AR,5,6840,Gravette ,"16,898","2,380",267
AR,5,6870,Green Forest ,"7,653","1,557",340
AR,5,6900,Greenbrier ,"17,888","3,782",371
AR,5,13080,Greene County Technical ,"20,668","3,719",488
AR,5,6930,Greenland Public Schools,"6,340","1,082",155
AR,5,6990,Greenwood ,"21,335","4,027",491
AR,5,7110,Gurdon ,"3,752",655,174
AR,5,7140,Guy-Perkins Schools,"2,486",458,63
AR,5,7170,Hackett Public Schools,"5,498",935,221
AR,5,42,Hamburg ,"7,979","1,340",306
AR,5,7230,Hampton ,"3,721",523,78
AR,5,7290,Harmony Grove ,"4,416",772,145
